GCRQ,XZQHMC,HC_CS,JDC_CS,KC_DL,KC_CS,JDC_DL,HC_DL
2015/6/20,浙江省,60.7,63.5,12536,66.7,21674,7206
2015/6/21,浙江省,59.2,62.7,11565,65.7,20250,7128
2015/6/22,浙江省,59.8,63.6,11360,67.1,20817,7869
2015/6/23,浙江省,58.5,60.9,10369,64.4,20887,8731
2015/6/24,浙江省,58.3,60.5,10207,64.2,21415,9375
2015/6/25,浙江省,57.9,60.3,10189,64,21643,9589
2015/6/26,浙江省,58.3,60.7,10710,64.3,22030,9510
2015/6/27,浙江省,58.8,61.1,10373,64.8,21210,9059
2015/6/28,浙江省,59,61.6,10005,65.4,19964,8279
2015/6/29,浙江省,58.5,60.9,10282,64.6,21120,8961
2015/6/30,浙江省,58.3,60.7,10353,64.3,21542,9326
2015/7/1,浙江省,58.1,60.2,10206,63.5,20579,8745
2015/7/2,浙江省,58.6,60.9,10167,64.3,20776,8888
2015/7/3,浙江省,58.6,61.5,10751,65,21786,9297
2015/7/4,浙江省,58.5,61.3,10187,64.5,20199,8563
2015/7/5,浙江省,59,62.1,9186,65.1,17456,7048
2015/7/6,浙江省,58.6,61.1,9695,64,18890,7857
2015/7/7,浙江省,59.2,61.7,9749,64.9,19670,8428
2015/7/8,浙江省,58.8,61,9855,64.1,20115,8819
2015/7/9,浙江省,58.8,61.1,9841,64.5,20258,8853
2015/7/10,浙江省,59.2,61.6,9623,64.9,19487,8390
2015/7/11,浙江省,59.6,60.4,6087,62.5,11857,4827
2015/7/12,浙江省,59.5,61.6,9190,65,17444,6620
2015/7/13,浙江省,58.1,60.5,10287,64.1,20942,8806
2015/7/14,浙江省,58.3,60.4,10074,64.1,21286,9353
2015/7/15,浙江省,58.3,60.4,10121,64,21589,9597
2015/7/16,浙江省,58.1,60.5,10078,64.1,21602,9696
2015/7/17,浙江省,58.2,61,10620,64.7,22025,9649
2015/7/18,浙江省,58.6,61.4,10786,64.9,21652,9131
2015/7/19,浙江省,59.4,62.3,10857,66,21147,8540
2015/7/20,浙江省,58.6,61,9871,64.5,20217,8532
2015/7/21,浙江省,58.1,60.2,9774,63.4,20482,9074
2015/7/22,浙江省,58.6,60.8,9808,64.2,20693,9136
2015/7/23,浙江省,58.2,60.6,9771,64.1,20834,9331
2015/7/24,浙江省,58.7,61.4,10525,65.1,21706,9412
2015/7/25,浙江省,58.7,61.5,10811,64.9,21755,9156
2015/7/26,浙江省,59.2,62.1,10671,65.8,21073,8591
2015/7/27,浙江省,58.8,61.4,9949,65.1,20682,8933
2015/7/28,浙江省,58.8,61.1,9747,64.7,20710,9215
2015/7/29,浙江省,58.6,60.8,9763,64.3,20771,9279
2015/7/30,浙江省,58.6,60.8,9769,64.5,21151,9537
2015/7/31,浙江省,59.1,61.6,10466,65.4,21848,9545
2015/8/1,浙江省,59.5,61.6,10672,65.2,21289,8783
2015/8/2,浙江省,60,62.3,10530,65.9,20464,8132
2015/8/3,浙江省,59.3,61.3,10014,65,20384,8518
2015/8/4,浙江省,59,61,9609,64.6,20126,8703
2015/8/5,浙江省,58.9,61.1,9280,64.8,19645,8564
2015/8/6,浙江省,58.6,60.9,9943,64.5,21192,9411
2015/8/7,浙江省,58.6,61.2,10531,64.8,21773,9418
2015/8/8,浙江省,58.7,61.5,9944,64.8,19979,8402
2015/8/9,浙江省,59.3,62.1,9292,65.3,17379,6805
2015/8/10,浙江省,58.8,61,9562,63.9,18534,7487
2015/8/11,浙江省,58.7,60.7,9903,64.3,20061,8444
2015/8/12,浙江省,58.5,60.8,10174,64.3,21224,9271
2015/8/13,浙江省,58.8,61,10130,64.4,21299,9427
2015/8/14,浙江省,58.9,61.5,10875,65,22167,9515
2015/8/15,浙江省,58.5,60.9,11319,64.3,22270,9163
2015/8/16,浙江省,59.3,61.8,11433,65.1,21537,8345
2015/8/17,浙江省,59.1,61.2,10447,64.5,21225,8883
2015/8/18,浙江省,59,61,10370,64.3,21619,9410
2015/8/19,浙江省,58.5,60.7,10483,64.1,21950,9625
2015/8/20,浙江省,58.3,60.3,10540,63.4,21736,9265
2015/8/21,浙江省,58.7,60.9,11032,64.1,22096,9317
2015/8/22,浙江省,59.1,61.3,10766,64.3,21322,8915
2015/8/23,浙江省,59.8,61.9,10649,65,20418,8186
2015/8/24,浙江省,59.3,61.2,10097,64,20114,8379
2015/8/25,浙江省,59.2,61.4,10299,64.7,21271,9178
2015/8/26,浙江省,59,61,10458,64.2,22040,9784
2015/8/27,浙江省,58.9,61,10400,64.3,21925,9696
2015/8/28,浙江省,58.9,61.1,10674,64.4,22111,9647
2015/8/29,浙江省,59.3,61.5,10791,64.8,21677,9139
2015/8/30,浙江省,59.5,61.8,10344,65.2,20640,8515
2015/8/31,浙江省,59,60.5,10106,63.8,20646,8691
2015/9/1,浙江省,58.9,60.6,9558,63.9,20333,8958
2015/9/2,浙江省,59.2,61.3,10872,64.8,21995,9270
2015/9/3,浙江省,60.5,63.6,10781,67.4,20162,7594
2015/9/4,浙江省,59.3,62.1,11011,65.7,20597,7758
2015/9/5,浙江省,59.3,62.3,5167,65.9,10635,3742
2015/9/6,浙江省,59.2,61.3,7703,64.8,15707,6416
2015/9/7,浙江省,58.7,60.1,9446,63.8,20345,9054
2015/9/8,浙江省,58.9,60.4,9501,64,20623,9263
2015/9/9,浙江省,58.7,60.1,9591,63.7,20974,9481
2015/9/10,浙江省,58.5,60.1,9787,63.8,21424,9707
2015/9/11,浙江省,58.5,60.6,10464,64.2,22268,9828
2015/9/12,浙江省,58.8,61.1,10286,64.6,21540,9447
2015/9/13,浙江省,59,61.1,10140,64.9,20881,8779
2015/9/14,浙江省,58,59.6,9901,62.7,20690,9006
2015/9/15,浙江省,58.8,60.4,9438,63.2,19859,8903
2015/9/16,浙江省,59,60.6,9787,64,21183,9481
2015/9/17,浙江省,58.6,60.4,9814,63.8,21570,9884
2015/9/18,浙江省,58.6,60.6,10529,64,22431,10025
2015/9/19,浙江省,58.9,61,10328,64.5,21752,9659
2015/9/20,浙江省,58.7,61,9767,64.1,19745,8277
2015/9/21,浙江省,58.7,60.4,9780,63.8,20733,9164
2015/9/22,浙江省,58.9,60.4,9686,63.8,20922,9454
2015/9/23,浙江省,59.2,60.4,9779,63.6,21047,9525
2015/9/24,浙江省,59.3,60.8,10038,64.4,22104,10134
2015/9/25,浙江省,59.4,61.2,11207,64.6,23471,10418
2015/9/26,浙江省,60.1,62.2,11684,65.8,23591,9921
2015/9/27,浙江省,61.3,62.2,10795,65.6,20394,7586
2015/9/28,浙江省,58.9,60.7,10557,63.9,21181,8732
2015/9/29,浙江省,59,60.6,9492,63.5,19702,8741
2015/9/30,浙江省,59.6,62.3,13018,65.7,23837,9014
2015/10/1,浙江省,61.4,65.1,16759,68,25570,7147
2015/10/2,浙江省,61.2,65.8,16269,69.2,24896,6655
2015/10/3,浙江省,60.2,65.4,16285,68.8,25557,7327
2015/10/4,浙江省,59.4,64.2,15722,67.7,25463,7852
2015/10/5,浙江省,59.8,64.4,13939,67.7,23365,7732
2015/10/6,浙江省,60.2,65.2,13582,69.1,23322,7970
2015/10/7,浙江省,59.6,64,12154,67.5,21604,7961
2015/10/8,浙江省,59.2,60.2,9551,63.1,19168,8007
2015/10/9,浙江省,59.1,60.3,9716,63.8,20685,9079
2015/10/10,浙江省,58.9,60.2,10122,63.6,21361,9324
2015/10/11,浙江省,59,60.7,9717,64.2,20530,8946
2015/10/12,浙江省,58.9,60.6,10052,64.1,21307,9418
2015/10/13,浙江省,59.1,60.6,9739,64.2,21367,9787
2015/10/14,浙江省,59.4,60.7,9857,64.2,21928,10324
2015/10/15,浙江省,59.3,60.8,9952,64.2,22045,10268
2015/10/16,浙江省,59.3,61.1,10667,64.7,22752,10221
2015/10/17,浙江省,59.2,61.3,10620,64.9,22051,9625
2015/10/18,浙江省,59.5,61.9,10835,65.4,21702,9081
2015/10/19,浙江省,59.1,61.1,10111,64.7,21334,9395
2015/10/20,浙江省,58.9,60.7,9900,64.3,21380,9627
2015/10/21,浙江省,59,60.5,10206,64,22174,10086
2015/10/22,浙江省,58.9,60.7,9907,64.3,21838,10044
2015/10/23,浙江省,58.8,60.9,10625,64.5,22534,9982
2015/10/24,浙江省,59,61.2,10585,64.8,22097,9617
2015/10/25,浙江省,59.3,61.5,10544,65.3,21551,9126
2015/10/26,浙江省,58.7,60.5,10006,64.2,21381,9426
2015/10/27,浙江省,58.9,60.6,9739,64.2,21306,9748
2015/10/28,浙江省,58.9,60.7,9827,64.3,21618,9948
2015/10/29,浙江省,58.3,60,9594,63.2,20605,9365
2015/10/30,浙江省,59,61.4,10612,64.3,21463,9258
2015/10/31,浙江省,59.2,61.6,10247,64.8,20492,8733
2015/11/1,浙江省,59.6,62.2,9958,65,18876,7614
2015/11/2,浙江省,59.3,61.3,10162,64.5,20637,8620
2015/11/3,浙江省,59.1,61.1,9961,64.3,21345,9644
2015/11/4,浙江省,58.6,60.2,9663,63.3,20893,9674
2015/11/5,浙江省,59,61,4594,64.1,10363,4144
2015/11/6,浙江省,58.9,61.3,10601,64.5,22135,9722
2015/11/7,浙江省,58.8,61,10369,64.2,21389,9281
2015/11/8,浙江省,58.6,60.9,9874,64,19632,8220
2015/11/9,浙江省,59.1,61.2,9661,64.5,19922,8651
2015/11/10,浙江省,58.8,61,10009,64.4,21325,9560
2015/11/11,浙江省,58.8,60.8,9762,64.1,21046,9711
2015/11/12,浙江省,58.6,60.6,9298,63.5,20139,9358
2015/11/13,浙江省,59.3,61.9,10552,65.2,21583,9399
2015/11/14,浙江省,59.4,61.8,10789,64.9,21616,9190
2015/11/15,浙江省,59.3,62,10960,65.4,21681,8928
2015/11/16,浙江省,58.7,60.8,9829,63.8,20179,8785
2015/11/17,浙江省,58.3,60.3,9460,62.7,19425,8556
2015/11/18,浙江省,58.6,60.4,9562,63.2,20082,8931
2015/11/19,浙江省,58.8,60.6,9672,63.6,20522,9165
2015/11/20,浙江省,58.3,60.4,10033,63.3,20508,8772
2015/11/21,浙江省,58.9,60.9,10016,63.8,20364,8695
2015/11/22,浙江省,59.3,61.5,10319,64.7,20269,8259
2015/11/23,浙江省,58.8,60.6,10234,63.6,20698,8672
2015/11/24,浙江省,58.3,60.3,9621,63.1,20145,8840
2015/11/25,浙江省,58.1,60.3,9497,63.2,20005,8913
2015/11/26,浙江省,58.2,60.2,9755,63.1,20601,9233
2015/11/27,浙江省,58,60.4,10817,63.4,22158,9620
2015/11/28,浙江省,57.7,60,10426,63.2,21450,9378
2015/11/29,浙江省,57.9,60.4,10191,63.4,20117,8394
2015/11/30,浙江省,57.4,59.5,10227,62.5,21017,9051
2015/12/1,浙江省,58.3,60,10026,63,21396,9599
2015/12/2,浙江省,58.1,59.8,9559,62.5,20533,9366
2015/12/3,浙江省,57.8,59.7,9941,62.7,21715,10013
2015/12/4,浙江省,57.5,59.7,10786,62.8,22757,10216
2015/12/5,浙江省,57,59,9805,61.2,19727,8620
2015/12/6,浙江省,58.3,60.6,9916,63.4,19666,8299
2015/12/7,浙江省,57.4,59.4,9996,62.3,21027,9385
2015/12/8,浙江省,56.9,58.8,9808,61.8,20989,9563
2015/12/9,浙江省,56.8,58.7,9393,61.3,20031,9139
2015/12/10,浙江省,57.5,59.5,9269,62.1,19436,8651
2015/12/11,浙江省,57.9,60.1,10387,63,21675,9513
2015/12/12,浙江省,58,60,10255,63,21231,9251
2015/12/13,浙江省,57.9,59.9,9569,62.5,19416,8275
2015/12/14,浙江省,58.4,60.1,9623,62.8,19919,8747
2015/12/15,浙江省,58.1,59.9,9798,62.8,20758,9288
2015/12/16,浙江省,57.1,58.9,9942,61.7,21440,9713
2015/12/17,浙江省,57.5,59.2,10082,62,21639,9946
2015/12/18,浙江省,57.8,60,11042,62.8,22777,10059
2015/12/19,浙江省,58.2,60.2,10731,63,22271,9894
2015/12/20,浙江省,58,60.1,10122,62.9,20511,8653
2015/12/21,浙江省,57.9,59.8,10064,62.7,21059,9340
2015/12/22,浙江省,57.1,58.8,9762,61.4,20688,9431
2015/12/23,浙江省,57.6,59.6,9662,62.3,20546,9436
2015/12/24,浙江省,56.9,58.6,9632,60.8,20088,9081
2015/12/25,浙江省,57.4,59.6,10473,62.4,21639,9508
2015/12/26,浙江省,56.5,58.9,10141,61.6,21463,9562
2015/12/27,浙江省,57.8,60.2,10008,63.1,20982,9189
2015/12/28,浙江省,56.9,59.2,10177,62,21461,9533
2015/12/29,浙江省,57.5,59.6,10102,62.4,21786,9998
2015/12/30,浙江省,57.4,59.8,10516,62.4,22560,10156
2015/12/31,浙江省,57.5,60.9,11730,63.9,23483,9883
2016/1/1,浙江省,58.8,62.1,12226,64.9,22133,8043
2016/1/2,浙江省,58.3,61.7,11179,64.6,20948,7915
2016/1/3,浙江省,58,61.7,11574,64.7,22024,8664
2016/1/4,浙江省,56.9,59.1,9832,61.7,20541,9002
2016/1/5,浙江省,56.1,58.3,8993,60.5,19243,8728
2016/1/6,浙江省,57.1,59.3,9515,61.9,20670,9637
2016/1/7,浙江省,57,59.3,9732,61.9,21525,10016
2016/1/8,浙江省,56.8,59.2,10399,62,22289,10134
2016/1/9,浙江省,56.9,59.3,10190,62.2,21966,9977
2016/1/10,浙江省,56.7,59.1,9420,61.5,19785,8890
2016/1/11,浙江省,56.3,58.3,9688,60.5,20169,8926
2016/1/12,浙江省,56.9,59.1,10129,61.8,21504,9773
2016/1/13,浙江省,57.1,59.5,10209,62.3,22381,10437
2016/1/14,浙江省,57,59.6,10181,62.4,22532,10552
2016/1/15,浙江省,57.5,60.4,11026,63.4,23480,10609
2016/1/16,浙江省,57.5,60.4,10507,63.4,22593,10316
2016/1/17,浙江省,58.1,61,9967,63.7,20610,9188
2016/1/18,浙江省,57.4,60.3,10397,63.2,21938,9849
2016/1/19,浙江省,57.4,60,10662,63.1,23061,10704
2016/1/20,浙江省,56.9,59.4,11656,62.1,24718,11405
2016/1/21,浙江省,57.5,59.2,10156,60.9,21780,10424
2016/1/22,浙江省,57.4,59,8711,60.3,18341,8530
2016/1/23,浙江省,57.7,59.8,8436,61.8,17273,7718
2016/1/24,浙江省,58.1,60.8,8890,62.8,17588,7421
2016/1/25,浙江省,58.5,61.4,10768,63.7,20625,8370
2016/1/26,浙江省,58.6,61.5,11481,64.1,22894,9775
2016/1/27,浙江省,58.4,60.9,11674,62.9,22829,9725
2016/1/28,浙江省,58.4,61.1,11838,62.9,22382,9292
2016/1/29,浙江省,58.8,61.9,12821,63.8,23107,8908
2016/1/30,浙江省,59.1,63.1,13327,65.4,23244,8506
2016/1/31,浙江省,59.5,63.3,13132,65.5,22225,7610
2016/2/1,浙江省,59.7,63.2,12974,65.2,21218,6974
2016/2/2,浙江省,62.1,65.7,13899,67.8,21752,6488
2016/2/3,浙江省,62.8,66.6,14179,68.7,21578,5872
2016/2/4,浙江省,63.5,67.2,13488,69,19544,4837
2016/2/5,浙江省,63.8,66.8,13037,68.8,18422,3983
2016/2/6,浙江省,64,66.5,12782,68.5,17431,3222
2016/2/7,浙江省,65.6,67.9,9523,69.7,12807,2093
2016/2/8,浙江省,66.7,69.1,10931,70.2,13879,1941
2016/2/9,浙江省,65.7,68.8,13759,70.2,17407,2454
2016/2/10,浙江省,65.1,68.4,15000,69.8,19084,2786
2016/2/11,浙江省,65,68.7,14565,70.1,18673,2927
2016/2/12,浙江省,64,68,15843,69.4,20405,3255
2016/2/13,浙江省,64.4,68.3,15943,69.7,20689,3529
2016/2/14,浙江省,63.9,67,13359,68.3,17827,3491
2016/2/15,浙江省,63.5,66.4,13552,68.1,19021,4081
2016/2/16,浙江省,63.2,66.2,13341,68.1,19674,4926
2016/2/17,浙江省,62.3,65.8,13601,68,20740,5677
2016/2/18,浙江省,61.7,65,13135,67.3,21145,6352
2016/2/19,浙江省,60.9,64.3,12902,66.6,21204,6869
2016/2/20,浙江省,60.8,64.5,12555,66.9,21027,6946
2016/2/21,浙江省,60.7,64.1,12123,66.5,20456,6777
2016/2/22,浙江省,61,62.7,10141,64,17557,6328
2016/2/23,浙江省,59.6,63.3,12903,65.7,22004,7500
2016/2/24,浙江省,59.7,63.2,12093,65.8,22300,8470
2016/2/25,浙江省,59.2,62.4,11593,65.1,22205,8886
2016/2/26,浙江省,59,62.2,11810,64.9,22674,9050
2016/2/27,浙江省,58.9,62.1,11767,64.9,22415,8889
2016/2/28,浙江省,58.9,62.2,11535,65,21840,8509
2016/2/29,浙江省,58.3,61.1,10828,63.8,21423,8778
2016/3/1,浙江省,58,60.3,10541,63.2,21642,9207
2016/3/2,浙江省,58,60.3,10498,63.2,21959,9522
2016/3/3,浙江省,57.9,60.2,10419,63.2,22062,9726
2016/3/4,浙江省,57.6,60,10550,63.1,21777,9430
2016/3/5,浙江省,57.7,60.3,5198,63.3,11024,4236
2016/3/6,浙江省,57.7,60.4,10881,63.4,21786,9090
2016/3/7,浙江省,57.5,60,10455,62.9,21875,9520
2016/3/8,浙江省,57,58.7,9933,61,21026,9573
2016/3/9,浙江省,57.9,60.2,9539,62.8,20278,9338
2016/3/10,浙江省,57.9,60.3,9747,62.9,20997,9823
2016/3/11,浙江省,58,60.7,10650,63.4,22496,10114
2016/3/12,浙江省,58.1,60.5,10583,63.4,22125,9886
2016/3/13,浙江省,58.5,61.1,9904,63.6,20180,8832
2016/3/14,浙江省,58,60.4,10546,63.2,21730,9450
2016/3/15,浙江省,57.6,60.1,10320,62.8,22260,10102
2016/3/16,浙江省,57.9,60.2,10209,63.3,22289,10324
2016/3/17,浙江省,57.8,60,10118,63,22171,10318
2016/3/18,浙江省,58.1,60.7,10687,63.7,22705,10266
2016/3/19,浙江省,58.2,60.6,10604,63.7,22343,9951
2016/3/20,浙江省,57.9,60.4,10837,63.4,21853,9201
2016/3/21,浙江省,57.8,60,10199,63,21615,9662
2016/3/22,浙江省,57.4,59.6,9800,62.3,21194,9781
2016/3/23,浙江省,57.7,59.7,9706,62.4,21007,9819
2016/3/24,浙江省,57.7,59.8,10106,62.7,22094,10264
2016/3/25,浙江省,57.4,59.9,11322,62.9,23693,10562
2016/3/26,浙江省,57.7,59.8,11756,62.6,24111,10416
2016/3/27,浙江省,58,60.6,11636,63.3,23294,9729
2016/3/28,浙江省,57.6,59.8,10896,62.8,22906,10070
2016/3/29,浙江省,57.7,59.7,10643,62.6,23226,10656
2016/3/30,浙江省,57.5,59.6,10305,62.3,22384,10400
2016/3/31,浙江省,58.3,60.7,10636,63.8,23095,10691
2016/4/1,浙江省,57.9,61.3,12984,64.6,25900,10954
2016/4/2,浙江省,58.4,63.4,15614,66.7,28082,10594
2016/4/3,浙江省,59.4,62.8,13399,65.3,23225,8416
2016/4/4,浙江省,59.8,64.4,15163,67.2,24121,7306
2016/4/5,浙江省,58.6,61.6,11421,64.7,22207,8867
2016/4/6,浙江省,58.2,60.6,10807,63.5,22490,10003
2016/4/7,浙江省,58.3,59.9,10174,62.6,21769,10156
2016/4/8,浙江省,58.3,60.6,10884,63.4,22827,10228
2016/4/9,浙江省,57.5,59,10346,61.6,21060,8865
2016/4/10,浙江省,58.5,60.7,10195,63.7,24971,8914
2016/4/11,浙江省,58.3,60.6,10279,63.3,21498,9480
2016/4/12,浙江省,58.6,60.8,10323,63.7,22106,9937
2016/4/13,浙江省,58.5,60.9,10078,63.8,21930,10113
2016/4/14,浙江省,58,60.2,10135,63,22311,10442
2016/4/15,浙江省,58.1,60.8,10755,63.8,22962,10433
2016/4/16,浙江省,58.8,61.2,10316,63.9,21661,9720
2016/4/17,浙江省,58.3,61,10903,63.9,21798,9123
2016/4/18,浙江省,58.7,61.1,10523,64,21890,9598
2016/4/19,浙江省,58.6,60.7,10239,63.7,22477,10354
2016/4/20,浙江省,59,60.6,9751,63,21320,10035
2016/4/21,浙江省,58.9,60.8,9860,63.7,21421,10015
2016/4/22,浙江省,58.4,60.8,10975,64.1,23282,10428
2016/4/23,浙江省,59.3,61.1,9981,63.7,21147,9828
2016/4/24,浙江省,59.3,61.2,10144,64.1,20660,9153
2016/4/25,浙江省,59.1,61.1,10208,64,21604,9804
2016/4/26,浙江省,59.1,60.8,10015,63.3,21454,10002
2016/4/27,浙江省,59,60.7,10367,63.8,22434,10433
2016/4/28,浙江省,58.7,60.7,10585,63.9,23331,10799
2016/4/29,浙江省,58.3,61.4,12694,64.9,25788,11122
2016/4/30,浙江省,57.7,63.6,15422,67.3,27257,9749
2016/5/1,浙江省,58.2,63.4,16432,66.5,25612,7113
2016/5/2,浙江省,59.9,64.3,15368,67.1,24283,7301
2016/5/3,浙江省,58.9,61.5,11365,64.9,21842,8600
2016/5/4,浙江省,58.4,60.6,10541,63.9,22235,9835
2016/5/5,浙江省,58.2,60,4798,63.1,10546,4314
2016/5/6,浙江省,58.7,60.8,10644,63.9,22263,9900
2016/5/7,浙江省,58.7,60.5,9901,63,20625,9293
2016/5/8,浙江省,59.7,61.7,9880,64.3,19553,8360
2016/5/9,浙江省,59.4,61.2,9890,63.9,20117,8723
2016/5/10,浙江省,59.2,61.1,9543,64,20160,9157
2016/5/11,浙江省,58.7,60.5,10291,63.8,22142,10100
2016/5/12,浙江省,58.6,60.7,10505,64,22899,10632
2016/5/13,浙江省,58.3,61,11025,64.2,23159,10397
2016/5/14,浙江省,58.6,61,11017,64.1,22698,9905
2016/5/15,浙江省,58.5,60.9,10586,63.7,20995,8857
2016/5/16,浙江省,58.6,60.8,10480,64,21461,9288
2016/5/17,浙江省,58.3,60.4,10177,63.5,21954,9976
2016/5/18,浙江省,58.1,60.2,10453,63.3,22445,10212
2016/5/19,浙江省,58.2,60.7,10483,63.7,22731,10411
2016/5/20,浙江省,58.3,60.6,10852,63.1,22473,10045
2016/5/21,浙江省,59.5,61.6,10186,64.6,20747,9113
2016/5/22,浙江省,59,61.5,10790,64.8,21355,8826
2016/5/23,浙江省,58.4,60.5,10423,63.7,21752,9520
2016/5/24,浙江省,58.5,60.4,10262,63.6,21967,9984
2016/5/25,浙江省,58.4,60.5,10282,63.7,22252,10247
2016/5/26,浙江省,58.7,60.4,10004,63.4,21444,9898
2016/5/27,浙江省,58.9,61.3,10906,64.6,22407,9753
2016/5/28,浙江省,59,61,10504,64,21123,9016
2016/5/29,浙江省,59.4,61.8,10006,64.8,19640,8116
2016/5/30,浙江省,58.4,60.4,10409,63.2,21522,9195
2016/5/31,浙江省,58.4,60.3,10259,63.6,21775,9674
2016/6/1,浙江省,58.8,60,9739,62.4,20130,8910
2016/6/2,浙江省,58.7,60.7,10128,63.6,21046,9300
2016/6/3,浙江省,59,61.1,10401,63.6,20907,9087
2016/6/4,浙江省,59.1,61.5,10509,64.5,21408,9084
2016/6/5,浙江省,59,61.3,10623,64.6,21341,8898
2016/6/6,浙江省,58.7,60.9,10825,64.1,22443,9766
2016/6/7,浙江省,58.5,60.5,10635,63.6,22473,10019
2016/6/8,浙江省,58.3,61.2,12764,64.3,24873,10256
2016/6/9,浙江省,60.2,62.6,13209,65.5,22383,7344
2016/6/10,浙江省,59,62.4,12165,65.7,21582,7631
2016/6/11,浙江省,58.9,62.6,11731,66.2,21533,8145
2016/6/12,浙江省,58.9,60.9,10144,63.5,19802,8110
2016/6/13,浙江省,58.9,60.9,10474,64,21449,9260
2016/6/14,浙江省,58.5,60.2,10385,63.4,21945,9737
2016/6/15,浙江省,57.9,59.8,10408,62.6,22035,9942
2016/6/16,浙江省,58.5,60.5,9988,63.3,20783,9364
2016/6/17,浙江省,58.2,60.7,11099,63.9,22584,9670
2016/6/18,浙江省,58.4,61.1,11033,64.4,21840,9143
2016/6/19,浙江省,58.6,61.2,10944,64.3,20874,8297
2016/6/20,浙江省,58.2,60.2,10621,63.2,21183,8721
2016/6/21,浙江省,58.2,60.2,10586,63.3,21799,9267
2016/6/22,浙江省,57.7,59.9,10520,63,21883,9517
2016/6/23,浙江省,57.7,60.1,10497,63.4,22111,9726
2016/6/24,浙江省,57.7,60.4,11399,63.8,23157,9914
2016/6/25,浙江省,58.6,60.6,10679,63.4,21371,9186
2016/6/26,浙江省,59.4,61.5,10032,64.1,19473,8127
2016/6/27,浙江省,58.4,60.5,10592,63.6,21209,8855
2016/6/28,浙江省,58,60,10583,63.1,21665,9323
2016/6/29,浙江省,58,60.1,10368,62.7,20907,9083
2016/6/30,浙江省,57.9,60.1,11010,63.2,22240,9427
2016/7/1,浙江省,58,60.7,11587,63.9,22607,9214
2016/7/2,浙江省,58.3,61,11311,64.3,21920,8899
2016/7/3,浙江省,58.6,61.2,11000,64.5,20622,7941
2016/7/4,浙江省,58.3,60.7,10713,63.9,20939,8475
2016/7/5,浙江省,58,60.3,10683,63.6,21446,9000
2016/7/6,浙江省,57.7,60.1,10784,63.3,21682,9168
2016/7/7,浙江省,57.9,60.1,10581,63.3,21534,9252
2016/7/8,浙江省,57.8,60.4,10755,63.8,21592,9145
2016/7/9,浙江省,58.4,60.5,9894,63.7,19564,8124
2016/7/10,浙江省,58.8,61.2,9860,64.6,18550,7155
2016/7/11,浙江省,58.2,60.4,10276,63.6,19856,7952
2016/7/12,浙江省,58,60.3,10432,63.7,20910,8787
2016/7/13,浙江省,58,60.1,10288,63.4,21147,9189
2016/7/14,浙江省,58.1,60.3,10155,63.3,21305,9430
2016/7/15,浙江省,58,60.7,10942,63.9,21906,9199
2016/7/16,浙江省,58.4,61,10875,64.1,21388,8889
2016/7/17,浙江省,58.7,61.5,11070,64.9,21016,8211
2016/7/18,浙江省,58,60.2,10348,63.4,20685,8662
2016/7/19,浙江省,58.2,60.3,10323,63.6,21204,9151
2016/7/20,浙江省,57.9,60.1,10452,63.4,21659,9456
2016/7/21,浙江省,57.9,60,10353,63.4,21596,9488
2016/7/22,浙江省,57.9,60.6,10814,64,21969,9376
2016/7/23,浙江省,58,60.7,10637,64,21553,9152
2016/7/24,浙江省,57.9,61.1,10758,64.5,20863,8333
2016/7/25,浙江省,57.5,59.9,10340,63.3,20918,8771
2016/7/26,浙江省,57.7,59.9,10048,63.2,21127,9282
2016/7/27,浙江省,57.9,59.9,10046,63.2,21222,9392
2016/7/28,浙江省,58.2,60,10032,63.3,21221,9412
2016/7/29,浙江省,58.4,60.6,10585,64,21592,9261
2016/7/30,浙江省,58.4,60.8,10654,64.2,21410,9012
2016/7/31,浙江省,58.4,61.1,10862,64.3,20894,8275
2016/8/1,浙江省,58,60.1,10620,63.2,20889,8415
2016/8/2,浙江省,57.9,60.1,10035,63.3,20557,8701
2016/8/3,浙江省,58.2,60,9781,63.2,20209,8779
2016/8/4,浙江省,58.6,60.6,10036,63.9,20749,9013
2016/8/5,浙江省,58.1,61,10941,64.6,21975,9256
2016/8/6,浙江省,58.2,60.9,10889,64.3,21714,9070
2016/8/7,浙江省,58.5,61.4,11084,64.9,21136,8286
2016/8/8,浙江省,58.2,60.8,10422,64.3,20884,8677
2016/8/9,浙江省,58,60.1,10511,63.2,21258,9110
2016/8/10,浙江省,58.1,60.4,10488,63.8,21665,9402
2016/8/11,浙江省,58,60.3,10203,63.7,21526,9583
2016/8/12,浙江省,58.1,60.9,10885,64.3,22066,9418
2016/8/13,浙江省,58.1,60.7,11080,64,22013,9150
2016/8/14,浙江省,58.4,61.2,11257,64.7,21571,8497
2016/8/15,浙江省,58.3,60.3,10618,63.7,21414,8908
2016/8/16,浙江省,58.3,60.5,10445,63.7,21665,9319
2016/8/17,浙江省,57.9,59.9,9949,63.2,21023,9275
2016/8/18,浙江省,57.8,60.1,10711,63.6,22063,9495
2016/8/19,浙江省,57.9,60.6,11154,64.2,22559,9577
2016/8/20,浙江省,58.2,60.8,11223,64.2,22322,9226
2016/8/21,浙江省,58.5,61.4,11135,65,21217,8305
2016/8/22,浙江省,58.3,60.8,10811,64.2,21417,8775
2016/8/23,浙江省,58.4,60.9,10537,64.5,21421,9091
